fishery,year,vessel_id,bycatch_spp,avg_ratio
demersal_longlines,2013,LLA_192ps9,Shearwaters,0
demersal_longlines,2014,LLA_192ps9,Albatrosses,0.125609721
demersal_longlines,2014,LLA_192ps9,Petrels,0.011048002
demersal_longlines,2014,LLA_192ps9,Shearwaters,0.003457815
demersal_longlines,2017,LLA_192ps9,Albatrosses,0.0268145
demersal_longlines,2017,LLA_192ps9,Petrels,0.004553734
demersal_longlines,2017,LLA_192ps9,Shearwaters,0
demersal_longlines,2013,LLA_2178sk,Albatrosses,0
demersal_longlines,2013,LLA_2178sk,Petrels,0
demersal_longlines,2013,LLA_2178sk,Shearwaters,0
demersal_longlines,2012,LLA_247yo,Albatrosses,0
demersal_longlines,2012,LLA_247yo,Petrels,0
demersal_longlines,2012,LLA_247yo,Shearwaters,0
demersal_longlines,2014,LLA_2669zh,Albatrosses,0.026028328
demersal_longlines,2014,LLA_2669zh,Petrels,0
demersal_longlines,2014,LLA_2669zh,Shearwaters,0.044800626
demersal_longlines,2008,LLA_319z6d,Albatrosses,0.001568627
demersal_longlines,2008,LLA_319z6d,Petrels,0
demersal_longlines,2008,LLA_319z6d,Shearwaters,0
demersal_longlines,2009,LLA_319z6d,Albatrosses,0.072957238
demersal_longlines,2009,LLA_319z6d,Petrels,0.031601783
demersal_longlines,2009,LLA_319z6d,Shearwaters,0.015167464
demersal_longlines,2010,LLA_319z6d,Albatrosses,0
demersal_longlines,2010,LLA_319z6d,Petrels,0
demersal_longlines,2010,LLA_319z6d,Shearwaters,0
demersal_longlines,2011,LLA_319z6d,Albatrosses,0.046071503
demersal_longlines,2011,LLA_319z6d,Petrels,0.026524243
demersal_longlines,2011,LLA_319z6d,Shearwaters,0.003003982
demersal_longlines,2012,LLA_319z6d,Albatrosses,0
demersal_longlines,2012,LLA_319z6d,Petrels,0
demersal_longlines,2012,LLA_319z6d,Shearwaters,0
demersal_longlines,2014,LLA_319z6d,Albatrosses,0
demersal_longlines,2014,LLA_319z6d,Petrels,0
demersal_longlines,2014,LLA_319z6d,Shearwaters,0
demersal_longlines,2016,LLA_319z6d,Albatrosses,0
demersal_longlines,2016,LLA_319z6d,Petrels,0
demersal_longlines,2016,LLA_319z6d,Shearwaters,0
demersal_longlines,2014,LLA_34fjt,Albatrosses,3.59E-04
demersal_longlines,2014,LLA_34fjt,Petrels,0
demersal_longlines,2014,LLA_34fjt,Shearwaters,0
demersal_longlines,2007,LLA_4743ik,Albatrosses,0.003396085
demersal_longlines,2007,LLA_4743ik,Petrels,4.34E-04
demersal_longlines,2007,LLA_4743ik,Shearwaters,0.001391457
demersal_longlines,2008,LLA_4743ik,Albatrosses,0.038088228
demersal_longlines,2008,LLA_4743ik,Petrels,0.014812209
demersal_longlines,2008,LLA_4743ik,Shearwaters,7.83E-04
demersal_longlines,2009,LLA_4743ik,Albatrosses,0.12652242
demersal_longlines,2009,LLA_4743ik,Petrels,0.980138624
demersal_longlines,2009,LLA_4743ik,Shearwaters,0.001358696
demersal_longlines,2010,LLA_4743ik,Albatrosses,0.007964944
demersal_longlines,2010,LLA_4743ik,Petrels,0
demersal_longlines,2010,LLA_4743ik,Shearwaters,3.83E-04
demersal_longlines,2011,LLA_4743ik,Albatrosses,0.007510611
demersal_longlines,2011,LLA_4743ik,Petrels,5.76E-05
demersal_longlines,2011,LLA_4743ik,Shearwaters,0.03357121
demersal_longlines,2012,LLA_4743ik,Albatrosses,3.619961746
demersal_longlines,2012,LLA_4743ik,Petrels,0.135176506
demersal_longlines,2012,LLA_4743ik,Shearwaters,9.124524167
demersal_longlines,2013,LLA_4743ik,Albatrosses,0.016928328
demersal_longlines,2013,LLA_4743ik,Petrels,0.006648535
demersal_longlines,2013,LLA_4743ik,Shearwaters,0.005555472
demersal_longlines,2014,LLA_4743ik,Albatrosses,0.098914444
demersal_longlines,2014,LLA_4743ik,Petrels,0.037766512
demersal_longlines,2014,LLA_4743ik,Shearwaters,0.015353876
demersal_longlines,2015,LLA_4743ik,Albatrosses,0.023776394
demersal_longlines,2015,LLA_4743ik,Petrels,0.018597227
demersal_longlines,2015,LLA_4743ik,Shearwaters,0.00176925
demersal_longlines,2008,LLA_537r20,Albatrosses,0.069544439
demersal_longlines,2008,LLA_537r20,Petrels,5.59E-04
demersal_longlines,2008,LLA_537r20,Shearwaters,4.09E-04
demersal_longlines,2009,LLA_537r20,Albatrosses,0.034309675
demersal_longlines,2009,LLA_537r20,Petrels,0.005602281
demersal_longlines,2009,LLA_537r20,Shearwaters,0.011014448
demersal_longlines,2010,LLA_537r20,Albatrosses,0.023965901
demersal_longlines,2010,LLA_537r20,Petrels,0.051573367
demersal_longlines,2010,LLA_537r20,Shearwaters,0.005019539
demersal_longlines,2011,LLA_537r20,Albatrosses,0.042146037
demersal_longlines,2011,LLA_537r20,Petrels,0.050247531
demersal_longlines,2011,LLA_537r20,Shearwaters,8.71E-04
demersal_longlines,2012,LLA_537r20,Albatrosses,0.003042596
demersal_longlines,2012,LLA_537r20,Petrels,0.013409962
demersal_longlines,2012,LLA_537r20,Shearwaters,0.007775524
demersal_longlines,2013,LLA_537r20,Albatrosses,0.192950591
demersal_longlines,2013,LLA_537r20,Petrels,7.11E-04
demersal_longlines,2013,LLA_537r20,Shearwaters,0.192651162
demersal_longlines,2014,LLA_537r20,Albatrosses,0.063148416
demersal_longlines,2014,LLA_537r20,Petrels,0.019061852
demersal_longlines,2014,LLA_537r20,Shearwaters,0.018991244
demersal_longlines,2013,LLA_570mzb,Albatrosses,0
demersal_longlines,2013,LLA_570mzb,Petrels,0
demersal_longlines,2013,LLA_570mzb,Shearwaters,0
demersal_longlines,2014,LLA_570mzb,Albatrosses,0.023255814
demersal_longlines,2014,LLA_570mzb,Petrels,0
demersal_longlines,2014,LLA_570mzb,Shearwaters,0
demersal_longlines,2012,LLA_594ey5,Albatrosses,0.130843936
demersal_longlines,2012,LLA_594ey5,Petrels,0.005837322
demersal_longlines,2012,LLA_594ey5,Shearwaters,0.183862434
demersal_longlines,2013,LLA_594ey5,Albatrosses,0.002293578
demersal_longlines,2013,LLA_594ey5,Petrels,0
demersal_longlines,2013,LLA_594ey5,Shearwaters,0
demersal_longlines,2014,LLA_594ey5,Albatrosses,0.007928171
demersal_longlines,2014,LLA_594ey5,Petrels,0.001640656
demersal_longlines,2014,LLA_594ey5,Shearwaters,6.39E-04
demersal_longlines,2014,LLA_660teb,Albatrosses,0
demersal_longlines,2014,LLA_660teb,Petrels,0
demersal_longlines,2014,LLA_660teb,Shearwaters,0
otter_bottom_trawl,2004,OTB_11516u,Albatrosses,2.39E-04
otter_bottom_trawl,2004,OTB_11516u,Petrels,0
otter_bottom_trawl,2004,OTB_11516u,Pinnipeds,3.45E-05
otter_bottom_trawl,2004,OTB_11516u,Shearwaters,0
otter_bottom_trawl,2005,OTB_11516u,Albatrosses,0
otter_bottom_trawl,2005,OTB_11516u,Petrels,0.001362664
otter_bottom_trawl,2005,OTB_11516u,Pinnipeds,5.88E-05
otter_bottom_trawl,2005,OTB_11516u,Shearwaters,0
otter_bottom_trawl,2004,OTB_1174qi,Albatrosses,0.005167959
otter_bottom_trawl,2004,OTB_1174qi,Petrels,0
otter_bottom_trawl,2004,OTB_1174qi,Pinnipeds,0
otter_bottom_trawl,2004,OTB_1174qi,Shearwaters,0
otter_bottom_trawl,2005,OTB_1174qi,Albatrosses,0
otter_bottom_trawl,2005,OTB_1174qi,Petrels,0
otter_bottom_trawl,2005,OTB_1174qi,Pinnipeds,0
otter_bottom_trawl,2005,OTB_1174qi,Shearwaters,0
otter_bottom_trawl,2006,OTB_1174qi,Albatrosses,0
otter_bottom_trawl,2006,OTB_1174qi,Petrels,0
otter_bottom_trawl,2006,OTB_1174qi,Pinnipeds,0
otter_bottom_trawl,2006,OTB_1174qi,Shearwaters,0
otter_bottom_trawl,2004,OTB_137352,Albatrosses,0
otter_bottom_trawl,2004,OTB_137352,Petrels,0
otter_bottom_trawl,2004,OTB_137352,Pinnipeds,0
otter_bottom_trawl,2004,OTB_137352,Shearwaters,0
otter_bottom_trawl,2005,OTB_137352,Albatrosses,0
otter_bottom_trawl,2005,OTB_137352,Petrels,0
otter_bottom_trawl,2005,OTB_137352,Pinnipeds,0
otter_bottom_trawl,2005,OTB_137352,Shearwaters,0
otter_bottom_trawl,2006,OTB_137352,Albatrosses,0
otter_bottom_trawl,2006,OTB_137352,Petrels,0
otter_bottom_trawl,2006,OTB_137352,Pinnipeds,0
otter_bottom_trawl,2006,OTB_137352,Shearwaters,0
otter_bottom_trawl,2006,OTB_1437ja,Albatrosses,0
otter_bottom_trawl,2006,OTB_1437ja,Petrels,0
otter_bottom_trawl,2006,OTB_1437ja,Pinnipeds,0
otter_bottom_trawl,2006,OTB_1437ja,Shearwaters,0
otter_bottom_trawl,2008,OTB_1437ja,Albatrosses,0
otter_bottom_trawl,2008,OTB_1437ja,Petrels,0
otter_bottom_trawl,2008,OTB_1437ja,Pinnipeds,0
otter_bottom_trawl,2008,OTB_1437ja,Shearwaters,0
otter_bottom_trawl,2009,OTB_1437ja,Albatrosses,0
otter_bottom_trawl,2009,OTB_1437ja,Petrels,0
otter_bottom_trawl,2009,OTB_1437ja,Pinnipeds,0
otter_bottom_trawl,2009,OTB_1437ja,Shearwaters,0
otter_bottom_trawl,2012,OTB_1437ja,Albatrosses,0.006745701
otter_bottom_trawl,2012,OTB_1437ja,Petrels,0.001907121
otter_bottom_trawl,2012,OTB_1437ja,Pinnipeds,0
otter_bottom_trawl,2012,OTB_1437ja,Shearwaters,8.69E-04
otter_bottom_trawl,2005,OTB_149zo2,Albatrosses,5.76E-04
otter_bottom_trawl,2005,OTB_149zo2,Petrels,2.80E-05
otter_bottom_trawl,2005,OTB_149zo2,Pinnipeds,5.38E-04
otter_bottom_trawl,2005,OTB_149zo2,Shearwaters,0
otter_bottom_trawl,2006,OTB_149zo2,Albatrosses,1.58E-04
otter_bottom_trawl,2006,OTB_149zo2,Petrels,0
otter_bottom_trawl,2006,OTB_149zo2,Pinnipeds,1.38E-04
otter_bottom_trawl,2006,OTB_149zo2,Shearwaters,0
otter_bottom_trawl,2008,OTB_149zo2,Albatrosses,0
otter_bottom_trawl,2008,OTB_149zo2,Petrels,0
otter_bottom_trawl,2008,OTB_149zo2,Pinnipeds,0
otter_bottom_trawl,2008,OTB_149zo2,Shearwaters,0
otter_bottom_trawl,2009,OTB_149zo2,Albatrosses,0.009225792
otter_bottom_trawl,2009,OTB_149zo2,Petrels,3.64E-06
otter_bottom_trawl,2009,OTB_149zo2,Pinnipeds,3.97E-05
otter_bottom_trawl,2009,OTB_149zo2,Shearwaters,4.56E-05
otter_bottom_trawl,2010,OTB_149zo2,Albatrosses,0.004588979
otter_bottom_trawl,2010,OTB_149zo2,Petrels,3.12E-04
otter_bottom_trawl,2010,OTB_149zo2,Pinnipeds,0
otter_bottom_trawl,2010,OTB_149zo2,Shearwaters,0.001368279
otter_bottom_trawl,2011,OTB_149zo2,Albatrosses,0.003448828
otter_bottom_trawl,2011,OTB_149zo2,Petrels,0
otter_bottom_trawl,2011,OTB_149zo2,Pinnipeds,0
otter_bottom_trawl,2011,OTB_149zo2,Shearwaters,0
otter_bottom_trawl,2012,OTB_149zo2,Albatrosses,0
otter_bottom_trawl,2012,OTB_149zo2,Petrels,0
otter_bottom_trawl,2012,OTB_149zo2,Pinnipeds,0
otter_bottom_trawl,2012,OTB_149zo2,Shearwaters,0
otter_bottom_trawl,2009,OTB_1533o7d,Albatrosses,0
otter_bottom_trawl,2009,OTB_1533o7d,Petrels,0
otter_bottom_trawl,2009,OTB_1533o7d,Pinnipeds,0
otter_bottom_trawl,2009,OTB_1533o7d,Shearwaters,0
otter_bottom_trawl,2011,OTB_1533o7d,Albatrosses,0
otter_bottom_trawl,2011,OTB_1533o7d,Petrels,0.003846154
otter_bottom_trawl,2011,OTB_1533o7d,Pinnipeds,0
otter_bottom_trawl,2011,OTB_1533o7d,Shearwaters,0.004317458
otter_bottom_trawl,2008,OTB_1556czw,Albatrosses,0.01721958
otter_bottom_trawl,2008,OTB_1556czw,Petrels,0
otter_bottom_trawl,2008,OTB_1556czw,Pinnipeds,3.82E-04
otter_bottom_trawl,2008,OTB_1556czw,Shearwaters,0
otter_bottom_trawl,2011,OTB_15809vc,Albatrosses,0.020140987
otter_bottom_trawl,2011,OTB_15809vc,Petrels,0
otter_bottom_trawl,2011,OTB_15809vc,Pinnipeds,0
otter_bottom_trawl,2011,OTB_15809vc,Shearwaters,0
otter_bottom_trawl,2007,OTB_1657kkf,Albatrosses,0.0017464
otter_bottom_trawl,2007,OTB_1657kkf,Petrels,0.001785058
otter_bottom_trawl,2007,OTB_1657kkf,Pinnipeds,0
otter_bottom_trawl,2007,OTB_1657kkf,Shearwaters,0
otter_bottom_trawl,2010,OTB_1657kkf,Albatrosses,0
otter_bottom_trawl,2010,OTB_1657kkf,Petrels,0
otter_bottom_trawl,2010,OTB_1657kkf,Pinnipeds,0
otter_bottom_trawl,2010,OTB_1657kkf,Shearwaters,0
otter_bottom_trawl,2012,OTB_1657kkf,Albatrosses,0
otter_bottom_trawl,2012,OTB_1657kkf,Petrels,0
otter_bottom_trawl,2012,OTB_1657kkf,Pinnipeds,0
otter_bottom_trawl,2012,OTB_1657kkf,Shearwaters,0
otter_bottom_trawl,2014,OTB_1657kkf,Albatrosses,0
otter_bottom_trawl,2014,OTB_1657kkf,Petrels,0
otter_bottom_trawl,2014,OTB_1657kkf,Pinnipeds,0
otter_bottom_trawl,2014,OTB_1657kkf,Shearwaters,0
otter_bottom_trawl,2016,OTB_1657kkf,Albatrosses,0
otter_bottom_trawl,2016,OTB_1657kkf,Petrels,0
otter_bottom_trawl,2016,OTB_1657kkf,Pinnipeds,0
otter_bottom_trawl,2016,OTB_1657kkf,Shearwaters,0
otter_bottom_trawl,2008,OTB_16906kk,Albatrosses,0
otter_bottom_trawl,2008,OTB_16906kk,Petrels,0
otter_bottom_trawl,2008,OTB_16906kk,Pinnipeds,0
otter_bottom_trawl,2008,OTB_16906kk,Shearwaters,0
otter_bottom_trawl,2009,OTB_16906kk,Albatrosses,0
otter_bottom_trawl,2009,OTB_16906kk,Petrels,0
otter_bottom_trawl,2009,OTB_16906kk,Pinnipeds,0
otter_bottom_trawl,2009,OTB_16906kk,Shearwaters,0
otter_bottom_trawl,2010,OTB_16906kk,Albatrosses,0
otter_bottom_trawl,2010,OTB_16906kk,Petrels,0
otter_bottom_trawl,2010,OTB_16906kk,Pinnipeds,2.11E-05
otter_bottom_trawl,2010,OTB_16906kk,Shearwaters,8.44E-05
otter_bottom_trawl,2011,OTB_16906kk,Albatrosses,0
otter_bottom_trawl,2011,OTB_16906kk,Petrels,0
otter_bottom_trawl,2011,OTB_16906kk,Pinnipeds,0
otter_bottom_trawl,2011,OTB_16906kk,Shearwaters,0
otter_bottom_trawl,2012,OTB_16906kk,Albatrosses,0
otter_bottom_trawl,2012,OTB_16906kk,Petrels,0
otter_bottom_trawl,2012,OTB_16906kk,Pinnipeds,0
otter_bottom_trawl,2012,OTB_16906kk,Shearwaters,0
otter_bottom_trawl,2009,OTB_171a2n,Albatrosses,0
otter_bottom_trawl,2009,OTB_171a2n,Petrels,0
otter_bottom_trawl,2009,OTB_171a2n,Pinnipeds,0
otter_bottom_trawl,2009,OTB_171a2n,Shearwaters,0
otter_bottom_trawl,2009,OTB_172vf1,Albatrosses,0.043632776
otter_bottom_trawl,2009,OTB_172vf1,Petrels,0.031978063
otter_bottom_trawl,2009,OTB_172vf1,Pinnipeds,0
otter_bottom_trawl,2009,OTB_172vf1,Shearwaters,0
otter_bottom_trawl,2004,OTB_176uu,Albatrosses,0
otter_bottom_trawl,2004,OTB_176uu,Petrels,0
otter_bottom_trawl,2004,OTB_176uu,Pinnipeds,0
otter_bottom_trawl,2004,OTB_176uu,Shearwaters,0
otter_bottom_trawl,2005,OTB_1853yuw,Albatrosses,0
otter_bottom_trawl,2005,OTB_1853yuw,Petrels,0
otter_bottom_trawl,2005,OTB_1853yuw,Pinnipeds,0
otter_bottom_trawl,2005,OTB_1853yuw,Shearwaters,0
otter_bottom_trawl,2006,OTB_1853yuw,Albatrosses,0
otter_bottom_trawl,2006,OTB_1853yuw,Petrels,0
otter_bottom_trawl,2006,OTB_1853yuw,Pinnipeds,0
otter_bottom_trawl,2006,OTB_1853yuw,Shearwaters,0
otter_bottom_trawl,2007,OTB_1853yuw,Albatrosses,0.001297042
otter_bottom_trawl,2007,OTB_1853yuw,Petrels,0
otter_bottom_trawl,2007,OTB_1853yuw,Pinnipeds,0.003811895
otter_bottom_trawl,2007,OTB_1853yuw,Shearwaters,2.55E-04
otter_bottom_trawl,2008,OTB_1853yuw,Albatrosses,0.008633429
otter_bottom_trawl,2008,OTB_1853yuw,Petrels,0
otter_bottom_trawl,2008,OTB_1853yuw,Pinnipeds,4.83E-06
otter_bottom_trawl,2008,OTB_1853yuw,Shearwaters,0
otter_bottom_trawl,2009,OTB_1853yuw,Albatrosses,0
otter_bottom_trawl,2009,OTB_1853yuw,Petrels,0
otter_bottom_trawl,2009,OTB_1853yuw,Pinnipeds,0
otter_bottom_trawl,2009,OTB_1853yuw,Shearwaters,0
otter_bottom_trawl,2011,OTB_1853yuw,Albatrosses,0.002370872
otter_bottom_trawl,2011,OTB_1853yuw,Petrels,0
otter_bottom_trawl,2011,OTB_1853yuw,Pinnipeds,2.03E-04
otter_bottom_trawl,2011,OTB_1853yuw,Shearwaters,0.001354784
otter_bottom_trawl,2012,OTB_1853yuw,Albatrosses,0.005868259
otter_bottom_trawl,2012,OTB_1853yuw,Petrels,0
otter_bottom_trawl,2012,OTB_1853yuw,Pinnipeds,9.46E-04
otter_bottom_trawl,2012,OTB_1853yuw,Shearwaters,7.19E-06
otter_bottom_trawl,2007,OTB_189gtx,Albatrosses,0
otter_bottom_trawl,2007,OTB_189gtx,Petrels,0
otter_bottom_trawl,2007,OTB_189gtx,Pinnipeds,0
otter_bottom_trawl,2007,OTB_189gtx,Shearwaters,0
otter_bottom_trawl,2008,OTB_203bam,Albatrosses,0
otter_bottom_trawl,2008,OTB_203bam,Petrels,0
otter_bottom_trawl,2008,OTB_203bam,Pinnipeds,0
otter_bottom_trawl,2008,OTB_203bam,Shearwaters,0
otter_bottom_trawl,2010,OTB_203bam,Albatrosses,0.001121005
otter_bottom_trawl,2010,OTB_203bam,Petrels,1.05E-04
otter_bottom_trawl,2010,OTB_203bam,Pinnipeds,0
otter_bottom_trawl,2010,OTB_203bam,Shearwaters,2.63E-04
otter_bottom_trawl,2004,OTB_210k48,Albatrosses,0
otter_bottom_trawl,2004,OTB_210k48,Petrels,0
otter_bottom_trawl,2004,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2004,OTB_210k48,Shearwaters,0
otter_bottom_trawl,2005,OTB_210k48,Albatrosses,0
otter_bottom_trawl,2005,OTB_210k48,Petrels,0
otter_bottom_trawl,2005,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2005,OTB_210k48,Shearwaters,0
otter_bottom_trawl,2006,OTB_210k48,Albatrosses,0
otter_bottom_trawl,2006,OTB_210k48,Petrels,0
otter_bottom_trawl,2006,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2006,OTB_210k48,Shearwaters,0
otter_bottom_trawl,2007,OTB_210k48,Albatrosses,0.240199932
otter_bottom_trawl,2007,OTB_210k48,Petrels,0.003593691
otter_bottom_trawl,2007,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2007,OTB_210k48,Shearwaters,0.234543568
otter_bottom_trawl,2008,OTB_210k48,Albatrosses,0.001677466
otter_bottom_trawl,2008,OTB_210k48,Petrels,0
otter_bottom_trawl,2008,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2008,OTB_210k48,Shearwaters,0
otter_bottom_trawl,2010,OTB_210k48,Albatrosses,0
otter_bottom_trawl,2010,OTB_210k48,Petrels,0
otter_bottom_trawl,2010,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2010,OTB_210k48,Shearwaters,0
otter_bottom_trawl,2012,OTB_210k48,Albatrosses,2.28E-04
otter_bottom_trawl,2012,OTB_210k48,Petrels,0
otter_bottom_trawl,2012,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2012,OTB_210k48,Shearwaters,0.001365001
otter_bottom_trawl,2014,OTB_210k48,Albatrosses,0.001524211
otter_bottom_trawl,2014,OTB_210k48,Petrels,0
otter_bottom_trawl,2014,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2014,OTB_210k48,Shearwaters,0.001194594
otter_bottom_trawl,2016,OTB_210k48,Albatrosses,0
otter_bottom_trawl,2016,OTB_210k48,Petrels,0
otter_bottom_trawl,2016,OTB_210k48,Pinnipeds,0
otter_bottom_trawl,2016,OTB_210k48,Shearwaters,0
otter_bottom_trawl,2007,OTB_222xjo,Albatrosses,0
otter_bottom_trawl,2007,OTB_222xjo,Petrels,0
otter_bottom_trawl,2007,OTB_222xjo,Pinnipeds,0
otter_bottom_trawl,2007,OTB_222xjo,Shearwaters,0
otter_bottom_trawl,2009,OTB_222xjo,Albatrosses,0
otter_bottom_trawl,2009,OTB_222xjo,Petrels,0
otter_bottom_trawl,2009,OTB_222xjo,Pinnipeds,0
otter_bottom_trawl,2009,OTB_222xjo,Shearwaters,0
otter_bottom_trawl,2010,OTB_222xjo,Albatrosses,0
otter_bottom_trawl,2010,OTB_222xjo,Petrels,0
otter_bottom_trawl,2010,OTB_222xjo,Pinnipeds,0
otter_bottom_trawl,2010,OTB_222xjo,Shearwaters,0.078394456
otter_bottom_trawl,2011,OTB_222xjo,Albatrosses,0
otter_bottom_trawl,2011,OTB_222xjo,Petrels,0
otter_bottom_trawl,2011,OTB_222xjo,Pinnipeds,0
otter_bottom_trawl,2011,OTB_222xjo,Shearwaters,0
otter_bottom_trawl,2010,OTB_229oba,Albatrosses,0
otter_bottom_trawl,2010,OTB_229oba,Petrels,0
otter_bottom_trawl,2010,OTB_229oba,Pinnipeds,0
otter_bottom_trawl,2010,OTB_229oba,Shearwaters,0
otter_bottom_trawl,2011,OTB_229oba,Albatrosses,0
otter_bottom_trawl,2011,OTB_229oba,Petrels,0
otter_bottom_trawl,2011,OTB_229oba,Pinnipeds,0
otter_bottom_trawl,2011,OTB_229oba,Shearwaters,0
otter_bottom_trawl,2004,OTB_22ouy,Albatrosses,0
otter_bottom_trawl,2004,OTB_22ouy,Petrels,0
otter_bottom_trawl,2004,OTB_22ouy,Pinnipeds,0.003213005
otter_bottom_trawl,2004,OTB_22ouy,Shearwaters,0
otter_bottom_trawl,2005,OTB_22ouy,Albatrosses,0
otter_bottom_trawl,2005,OTB_22ouy,Petrels,0
otter_bottom_trawl,2005,OTB_22ouy,Pinnipeds,1.54E-04
otter_bottom_trawl,2005,OTB_22ouy,Shearwaters,0
otter_bottom_trawl,2007,OTB_233ciq,Albatrosses,0
otter_bottom_trawl,2007,OTB_233ciq,Petrels,0
otter_bottom_trawl,2007,OTB_233ciq,Pinnipeds,0
otter_bottom_trawl,2007,OTB_233ciq,Shearwaters,0
otter_bottom_trawl,2009,OTB_233ciq,Albatrosses,0.002066403
otter_bottom_trawl,2009,OTB_233ciq,Petrels,0
otter_bottom_trawl,2009,OTB_233ciq,Pinnipeds,0
otter_bottom_trawl,2009,OTB_233ciq,Shearwaters,6.43E-04
otter_bottom_trawl,2010,OTB_233ciq,Albatrosses,0
otter_bottom_trawl,2010,OTB_233ciq,Petrels,0
otter_bottom_trawl,2010,OTB_233ciq,Pinnipeds,0
otter_bottom_trawl,2010,OTB_233ciq,Shearwaters,0
otter_bottom_trawl,2011,OTB_233ciq,Albatrosses,0
otter_bottom_trawl,2011,OTB_233ciq,Petrels,0
otter_bottom_trawl,2011,OTB_233ciq,Pinnipeds,0
otter_bottom_trawl,2011,OTB_233ciq,Shearwaters,0.004451567
otter_bottom_trawl,2012,OTB_233ciq,Albatrosses,0
otter_bottom_trawl,2012,OTB_233ciq,Petrels,0
otter_bottom_trawl,2012,OTB_233ciq,Pinnipeds,0
otter_bottom_trawl,2012,OTB_233ciq,Shearwaters,0
otter_bottom_trawl,2005,OTB_2524h9,Albatrosses,0
otter_bottom_trawl,2005,OTB_2524h9,Petrels,0
otter_bottom_trawl,2005,OTB_2524h9,Pinnipeds,4.54E-04
otter_bottom_trawl,2005,OTB_2524h9,Shearwaters,0
otter_bottom_trawl,2010,OTB_2542ua,Albatrosses,8.10E-04
otter_bottom_trawl,2010,OTB_2542ua,Petrels,0
otter_bottom_trawl,2010,OTB_2542ua,Pinnipeds,9.76E-05
otter_bottom_trawl,2010,OTB_2542ua,Shearwaters,0
